# participant,task,method,experience,safety score,hinderance score,logic score,coworker score,avg. robot time,std. robot time,avg. separation,std. separation,avg. time under 0.3m,std. time under 0.3m
1.400000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,3.222006000000000370e+01,2.319736920083826259e+00,4.982001287614240548e-01,2.368914248159538494e-02,2.846666666666666679e+00,1.622973950636437124e+00
1.500000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.352006000000000085e+01,2.257508124990915466e+00,4.480968201717517863e-01,3.897398340264630889e-02,4.533333333333333215e+00,4.097533133212930778e+00
1.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,3.616671999999999798e+01,2.927870367622172676e+00,3.746494337615256520e-01,3.179627239265777477e-02,1.082666666666666622e+01,4.593444604361016204e+00
1.700000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,3.294672000000000622e+01,2.686123915533309869e+00,4.788302931340505109e-01,4.436779229799335533e-02,2.633333333333333304e+00,1.141733574681744967e+00
1.800000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,3.201342000000000354e+01,2.885714762342253437e+00,4.805412451568898957e-01,5.352014229784436000e-02,6.440000000000000391e+00,5.456307257558805190e+00
1.900000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.916673999999999012e+01,4.942500671765255760e+00,4.804340058370984434e-01,4.655049290129479461e-02,3.946666666666666767e+00,4.047638543370414510e+00
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,3.239342000000000610e+01,2.451168392746611691e+00,4.658247154193245199e-01,5.474691013451272320e-02,4.739999999999999325e+00,2.851073871758187384e+00
3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,3.498008000000000095e+01,3.238838077088758372e+00,5.132910268680299648e-01,2.400052451027366585e-02,2.133333333333333304e+00,1.272442969689058678e+00
4.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,3.230006000000000199e+01,2.009880040798456502e+00,3.761877647946839653e-01,4.599530964359479362e-02,8.353333333333333499e+00,3.628871878574815746e+00
5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,3.100675999999999632e+01,2.352626069395645114e+00,5.467587891586652704e-01,4.423390582124109988e-02,1.913333333333333330e+00,2.434164241696840758e+00
6.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,3.445340000000000202e+01,1.987230009837814615e+00,4.271104375786626828e-01,3.431121925908398040e-02,6.959999999999999076e+00,4.281972546489396514e+00
7.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,2.978007999999999811e+01,3.681878940649733423e+00,4.686439736532920231e-01,7.489029670157036980e-03,1.193333333333333579e+00,6.308371862497926807e-01
8.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,3.182006000000000157e+01,2.063305934271502551e+00,4.561904515324883280e-01,2.984978118882021872e-02,3.820000000000000284e+00,3.106523601856082450e+00
9.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.150006000000000128e+01,1.489822062663859858e+00,4.832472426074255201e-01,2.049861693871713603e-02,1.860000000000000098e+00,1.033096747109818914e+00
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,8.000000000000000000e+00,3.000000000000000000e+00,4.000006000000000483e+01,5.918179600045946565e+00,6.376040895289208921e-01,3.522879540477728832e-02,9.333333333333332371e-01,1.143872564774784717e+00
1.000000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,5.038673999999999609e+01,7.783892097042454772e+00,4.593347234299957615e-01,2.584013284313755807e-02,6.746666666666667034e+00,6.982059549699898504e+00
1.100000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,6.391341999999999501e+01,8.240809798411804721e+00,4.116689194328141954e-01,3.430867685225264668e-02,9.553333333333332789e+00,6.473899734918497018e+00
1.200000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,5.512010000000000076e+01,4.694422222169624348e+00,4.228750438898867259e-01,3.112250671923422196e-02,9.540000000000000924e+00,5.173281786684777117e+00
1.300000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,5.627342000000000155e+01,8.633101397157339818e+00,4.242128054783854685e-01,5.523469096578159654e-02,1.115333333333333243e+01,9.391026449636790119e+00
1.400000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,4.632003999999999877e+01,6.131613215329226207e+00,4.691511519161262744e-01,1.004287277656612867e-02,5.306666666666666643e+00,9.965273035229222920e-01
1.500000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,5.682676000000000016e+01,1.199695857383862219e+01,4.063697409812691563e-01,3.812925928096468076e-02,1.313333333333333108e+01,8.925195298205586880e+00
1.600000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.206008000000000635e+01,3.054559826488914442e+00,3.619840734932914250e-01,3.941133996839440989e-02,1.874666666666666615e+01,8.950346982721457678e+00
1.700000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.472008000000001005e+01,1.677379146645147090e+00,4.005142360126887624e-01,6.022803238790223196e-02,1.609333333333333016e+01,1.157444311115369828e+01
1.800000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,5.269339999999999691e+01,5.659515801903904020e+00,4.436364979758359861e-01,1.330127941301254176e-02,9.526666666666665506e+00,4.479355112314965304e+00
1.900000000000000000e+01,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,5.292003999999999309e+01,7.116056504722260811e+00,4.614863447541759922e-01,4.242807772841179076e-02,7.413333333333332220e+00,6.293968894461143826e+00
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.793210000000000548e+01,4.568494972745400950e+00,4.235555637632179016e-01,2.250127809037108517e-02,1.008666666666666600e+01,6.046765894077409165e+00
3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,5.086674000000000717e+01,6.709456676244358597e+00,5.833348238485741577e-01,6.053907097033208590e-02,4.933333333333333459e-01,6.468384651518491735e-01
4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.564674000000000120e+01,1.130032470729934246e+01,3.293523896715916943e-01,3.168925650424091189e-02,2.316666666666666785e+01,7.774116598616776841e+00
5.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.777340000000000231e+01,5.156495278384340075e+00,5.302976599682458492e-01,7.404137130088427055e-02,4.173333333333333783e+00,4.568851059073823606e+00
6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.932672000000000168e+01,3.647063878464428033e+00,4.142714112902733947e-01,2.321521230177854903e-02,8.099999999999999645e+00,5.893536949725332263e+00
7.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,3.839339999999999975e+01,3.780320033542133640e+00,4.596907897961967082e-01,2.320194617544080878e-02,2.533333333333333659e+00,1.664665465224502983e+00
8.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,4.775342000000000553e+01,6.462119817335484129e+00,4.304240229805345597e-01,4.405679562584110392e-02,1.202666666666666728e+01,4.760597534857246238e+00
9.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.979783999999999367e+01,8.353151863482430883e+00,4.144559860239644955e-01,1.803872860655077182e-02,1.430000000000000071e+01,6.275844343371035805e+00
1.100000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,3.194673999999999836e+01,1.515814940683724688e+00,3.851697821613477291e-01,1.823492002806864631e-02,1.081333333333333258e+01,9.438926492633225029e-01
1.200000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,2.908005999999999602e+01,1.236768262205980351e+00,4.085822473651739561e-01,1.846255196357862380e-02,8.993333333333334068e+00,1.109033613356942061e+00
1.300000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,3.404005999999999688e+01,3.995611659608575561e+00,4.147560809086053846e-01,3.983532106093365388e-02,1.001999999999999957e+01,3.995642070500754706e+00
1.600000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,2.912674000000000163e+01,2.759501661967247443e+00,3.795401871303704655e-01,5.811457715629438775e-02,9.393333333333334423e+00,3.411835608909407291e+00
1.700000000000000000e+01,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,2.946673999999999793e+01,2.613723355368735124e+00,4.548247743800103438e-01,3.443757487530399453e-02,7.839999999999998970e+00,1.948948434412772990e+00
4.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,2.880674000000000134e+01,8.657314955573693904e-01,3.928923514039132092e-01,2.057490503676517868e-02,7.706666666666667886e+00,7.917350847628545907e-01
5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,2.944673999999999836e+01,7.954779433774396002e-01,4.571545765177460474e-01,2.833613861805134651e-02,7.553333333333332789e+00,8.729515705034525119e-01
8.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,3.006671999999999656e+01,1.013928992385561667e+00,4.352067085597225438e-01,5.183297811466006794e-02,8.773333333333331652e+00,1.839492683685731267e+00
7.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,2.899340000000000117e+01,2.226634031896575383e+00,4.300525494282591010e-01,3.920281381560942330e-02,7.106666666666666465e+00,1.667253230116328977e+00
1.100000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,3.104670000000000485e+01,2.027214838146169207e+00,4.375398233113420576e-01,2.081001457902048948e-02,5.200000000000000178e+00,3.612816691231987232e+00
1.200000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,2.994010000000000105e+01,1.450294836231585505e+00,4.361637523445276443e-01,1.464845999219497805e-02,7.346666666666666679e+00,1.801801567567552276e+00
1.300000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,3.342674000000000234e+01,1.129302872749379461e+00,4.544209368965693718e-01,2.301959336848318979e-02,6.753333333333332966e+00,2.519753074322076181e+00
1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,3.124007999999999896e+01,1.017254387849962249e+00,4.366602957239161809e-01,2.732552163913969101e-02,4.793333333333333890e+00,2.472102119429715028e+00
1.700000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,3.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,3.282673999999999381e+01,3.726901256862058531e+00,3.798534822587990578e-01,7.170447953058012303e-02,7.159999999999999254e+00,4.812363706583745682e+00
4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,2.856006000000000000e+01,1.739660350298299241e+00,4.205895958238015098e-01,1.935461593296422533e-02,5.126666666666666927e+00,1.337227646206051945e+00
5.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.188007999999999953e+01,2.051264889184230888e+00,4.395192174999428270e-01,3.591130016170421269e-02,7.179999999999999716e+00,2.934060515925176027e+00
8.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,3.100007999999999697e+01,1.315017871209362532e+00,4.626054586125967205e-01,8.831417975422468924e-02,6.340000000000000746e+00,6.216873097555644989e+00
7.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,3.205339999999999634e+01,1.138944736148334913e+00,4.178637122477161236e-01,1.459760865709545941e-02,6.653333333333333321e+00,1.413836388459899895e+00
1.200000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,6.138006000000000029e+01,7.401335296985268819e+00,3.037041047232574842e-01,2.272916900251152617e-02,3.253333333333333144e+01,4.912252255556734504e+00
5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,5.734672000000000480e+01,3.624646974479031947e+00,3.416625686420045604e-01,2.152257604476558867e-02,2.496666666666666501e+01,2.685185696040820247e+00
1.100000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,6.605338000000000420e+01,8.646521016547637828e+00,3.025640803690747838e-01,2.886988098537127123e-02,3.321999999999999886e+01,8.071475150869952486e+00
1.700000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.604006000000000398e+01,7.370611438571427421e+00,3.472154592014721208e-01,6.727496350748733700e-02,2.360666666666666558e+01,9.698256429780444776e+00
1.600000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,5.385340000000000060e+01,7.372374048568073768e+00,3.799210033095167249e-01,3.108652999916228926e-02,2.007999999999999829e+01,3.139610733125295816e+00
7.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,5.035341999999999985e+01,3.529587335312727614e+00,2.949485698481222884e-01,3.256798230793548493e-02,2.595333333333332959e+01,5.046565388679930209e+00
1.200000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,3.510673999999999495e+01,3.712160784556616910e+00,4.685724689559837008e-01,1.805369304840378011e-02,1.273333333333333428e+00,1.293470783074231800e+00
5.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,3.300672000000000139e+01,2.933747652679078222e+00,4.663052103224119560e-01,1.886662073584640872e-02,1.646666666666666945e+00,8.541662601625049644e-01
1.100000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,3.436674000000000717e+01,3.138929400034348838e+00,4.117142429545547211e-01,2.821233482496674633e-02,3.280000000000000249e+00,1.451068571777364369e+00
1.700000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,3.398008000000000095e+01,4.313010559875781524e+00,4.271689642464165937e-01,2.137043006160922048e-02,7.080000000000000071e+00,2.805993585167293247e+00
1.600000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,3.447340000000000515e+01,3.271711818605055555e+00,4.148664890871884836e-01,2.618419831168443748e-02,5.953333333333333144e+00,3.629851542724884084e+00
7.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,9.000000000000000000e+00,3.367337999999999454e+01,3.344401132280635291e+00,4.423074984311153313e-01,1.487263930619160852e-02,2.766666666666666607e+00,1.782008853949821336e+00
1.200000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,5.588671999999998974e+01,6.344997126366568985e+00,3.642220191663340101e-01,3.112503918549461290e-02,2.219999999999999929e+01,7.068773270911690609e+00
5.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,5.257340000000000657e+01,4.631689444684304213e+00,4.227767394872248841e-01,2.797204467658011978e-02,1.562666666666666515e+01,4.316243222474327013e+00
1.100000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,5.884006000000000824e+01,1.303964725498354937e+01,3.624501986378121376e-01,3.179519506582851457e-02,1.885333333333333172e+01,6.134441928796602106e+00
1.700000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.478007999999999811e+01,6.025765684923371168e+00,3.630209584647838827e-01,3.287426523474060169e-02,2.546666666666666501e+01,7.032559199103047831e+00
1.600000000000000000e+01,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,5.721344000000000563e+01,7.779116619411230005e+00,3.459494479274981549e-01,2.660435262570715748e-02,2.020666666666666700e+01,4.364778217606122723e+00
7.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,8.000000000000000000e+00,9.000000000000000000e+00,8.000000000000000000e+00,5.439341999999999189e+01,5.515879444440388468e+00,3.634030994459868102e-01,2.090555814955961239e-02,1.838666666666666671e+01,3.843065905700234097e+00
1.200000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,4.084673999999999694e+01,2.627516580042835503e+00,3.130233506820795375e-01,2.163272525301387222e-02,2.051999999999999957e+01,1.979966329680044712e+00
5.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,4.140008000000000266e+01,4.857489978332433012e+00,3.165923719837073214e-01,5.592189463310393016e-02,2.017999999999999972e+01,6.306243819510240378e+00
1.100000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00,8.000000000000000000e+00,5.000000000000000000e+00,3.730008000000000123e+01,2.458797447859421226e+00,2.984085205393847695e-01,1.743032865444682847e-02,1.845333333333332959e+01,1.139512566358480194e+00
1.700000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00,3.620675999999999561e+01,3.195864216514839207e+00,3.066792186542373067e-01,3.687898689679212916e-02,1.866000000000000014e+01,4.190115352429651274e+00
1.600000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,3.843339999999999890e+01,3.228742651869298985e+00,3.153108129222858547e-01,2.956589041287469369e-02,1.525333333333333030e+01,3.141308998207947401e+00
7.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.172673999999999950e+01,3.353013583390321184e+00,2.766186389950685554e-01,2.838817127660490935e-02,2.194666666666666544e+01,3.843701919301813152e+00
1.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00,6.000000000000000000e+00,3.875338000000000704e+01,5.122267284474718352e+00,3.735210115026281197e-01,3.790441114705807302e-02,1.443333333333333179e+01,5.700019493144056426e+00
5.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,7.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,4.055342000000000269e+01,1.202466097840600234e+01,3.959878792702568040e-01,3.508291904223413693e-02,1.310666666666666558e+01,9.203221658141723438e+00
1.100000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,5.000000000000000000e+00,3.944005999999999545e+01,5.862807260894730810e+00,3.484136965267258801e-01,4.957910105919806354e-02,1.542666666666666586e+01,8.300773725650183010e+00
1.700000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.566673999999999722e+01,2.524702314808620063e+00,3.569566733750309528e-01,2.353299531451544246e-02,1.399333333333333407e+01,4.317169854841891308e+00
1.600000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,3.818674000000000035e+01,5.587351087805382477e+00,3.482520370773843910e-01,5.072071582734376249e-02,1.396666666666666501e+01,8.077155715005401859e+00
7.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,8.000000000000000000e+00,7.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,4.252672000000000452e+01,5.560228996147550617e+00,3.090157907695461614e-01,4.419786273497654239e-02,1.811999999999999744e+01,6.120043572829635181e+00
